RowID, sim, motion, dimensions, ind.production, biomass.prod.N, biomass.prod.P, biomass.prod.C, res.inflow, N.types, P.types, C.types, max.res.val, max.growth.rate, max.met.maint, max.active.dispersal, barriers, logseries.a, starting.seed, flow.rate, width, height, viscosity, total.abundance, immigration.rate, resource.tau, particle.tau, individual.tau, resource.concentration, shannons.resource.diversity, resource.richness, species.richness, simpson.e, e.var, berger.parker, inv.simp.D, N.max, skew, tracer.particles, resource.particles, speciation, Whittakers.turnover, Jaccards.dissimilarity, Sorensens.dissimilarity, avg.per.capita.growth, avg.per.capita.maint, avg.per.capita.N.efficiency, avg.per.capita.P.efficiency, avg.per.capita.C.efficiency, avg.per.capita.active.dispersal, amplitude, flux, frequency, phase, disturbance
0, 1, 'fluid', 2, 0.0, 0.0, 0.0, 0.0, 1000, 2, 5, 3, 20000, 0.1, 0.0008, 1e-10, 4, 0.9953901911139194, 100, 1.0, 10, 9, 10, 0.0, 0.001, 4.8285838912449801, 5.3149001536098304, nan, 34.866666666666667, 2.235860829326751, 10.0, 0.0, nan, nan, nan, nan, nan, nan, 6.0, 3138.0, 'yes', nan, nan, nan, nan, nan, nan, nan, nan, nan, 0.4, 'yes', 0.02, 9, 0.0001
1, 1, 'fluid', 2, 0.0, 0.0, 0.0, 0.0, 1000, 2, 5, 3, 20000, 0.1, 0.0008, 1e-10, 4, 0.9953901911139194, 100, 0.80000000000000004, 10, 9, 10, 0.0, 0.001, 5.9125989146597577, 7.1312499999999996, nan, 33.666666666666671, 2.2391168385742914, 10.0, 0.0, nan, nan, nan, nan, nan, nan, 5.5, 3030.0, 'yes', nan, nan, nan, nan, nan, nan, nan, nan, nan, 0.4, 'yes', 0.02, 9, 0.0001
2, 1, 'fluid', 2, 0.5, 0.0078419422639597891, 0.0014775791919202641, 0.05423330820820299, 1000, 2, 5, 3, 20000, 0.1, 0.0008, 1e-10, 4, 0.9953901911139194, 100, 0.59999999999999998, 10, 9, 10, 5.0, 0.001, 7.6176568022108402, 7.3113636363636365, 10.490975935828878, 33.43888888888889, 2.2432599618225026, 10.0, 2.0, 0.97060000000000002, 0.97926421210393699, 1.25, 0.484375, 3.0, 0.0, 3.5, 3009.5, 'yes', 0.0, 0.0, 0.0, 0.10796804732922044, 0.00086753748939404844, 0.36057953347480165, 0.4430561013824732, 0.70198824357269851, 1.0000000000000001e-05, 0.4, 'yes', 0.02, 9, 0.0001
3, 1, 'fluid', 2, 0.0, 0.0021665135335680874, 0.0, 0.0, 1000, 2, 5, 3, 20000, 0.1, 0.0008, 1e-10, 4, 0.9953901911139194, 100, 0.40000000000000002, 10, 9, 10, 0.5, 0.001, 10.778490889867332, 13.021428571428572, 10.444148936170212, 33.455555555555556, 2.2369453791484943, 10.0, 0.5, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 3.5, 3011.0, 'yes', nan, nan, nan, 0.10986524133816385, 0.00086894379871597721, 0.33988041369152472, 0.41064532575674378, 0.54504735120269132, 1.0000000000000001e-05, 0.4, 'yes', 0.02, 9, 0.0001
4, 1, 'fluid', 2, 0.0, 0.0, 0.0, 0.0, 1000, 2, 5, 3, 20000, 0.1, 0.0008, 1e-10, 4, 0.9953901911139194, 100, 0.20000000000000001, 10, 9, 10, 0.0, 0.001, 19.626369353806119, nan, nan, 29.633333333333333, 2.237389248153868, 10.0, 0.0, nan, nan, nan, nan, nan, nan, 4.5, 2667.0, 'yes', nan, nan, nan, 0.10986524133816385, 0.00086894379871597721, 0.33988041369152472, 0.41064532575674378, 0.54504735120269132, 1.0000000000000001e-05, 0.4, 'yes', 0.02, 9, 0.0001
5, 1, 'fluid', 2, 1.0, 0.025167085637695985, 0.0084485026492878701, 0.010750517310347346, 1000, 2, 5, 3, 20000, 0.1, 0.0008, 1e-10, 4, 0.9953901911139194, 100, 0.10000000000000001, 10, 9, 10, 10.0, 0.001, 30.255725863284002, nan, 81.378540640394078, 24.755555555555556, 2.2291633758259088, 10.0, 3.0, 0.85555000000000003, 0.83723286002668096, 1.0, 0.57421875, 5.0, 0.27154541788363945, 3.0, 2228.0, 'yes', 0.33333333333333326, 0.5, 0.33333333333333337, 0.10525813556759067, 0.00088174120384133217, 0.45941652584873899, 0.48173289363115163, 0.56155675868965793, 1.0000000000000001e-05, 0.4, 'yes', 0.02, 9, 0.0001
6, 1, 'fluid', 2, 0.0, 0.0, 0.0, 0.0, 1000, 2, 5, 3, 20000, 0.1, 0.0008, 1e-10, 4, 0.9953901911139194, 100, 0.080000000000000002, 10, 9, 10, 0.0, 0.001, 40.034752589182972, nan, nan, 25.25, 2.2432641267805362, 10.0, 0.0, nan, nan, nan, nan, nan, nan, 1.5, 2272.5, 'yes', nan, nan, nan, 0.10525813556759067, 0.00088174120384133217, 0.45941652584873899, 0.48173289363115163, 0.56155675868965793, 1.0000000000000001e-05, 0.4, 'yes', 0.02, 9, 0.0001
7, 1, 'fluid', 2, 2.5, 0.16476320769155706, 0.22178808318675181, 0.28090557222907364, 1000, 2, 5, 3, 20000, 0.1, 0.0008, 1e-10, 4, 0.9953901911139194, 100, 0.059999999999999998, 10, 9, 10, 39.0, 0.001, 38.320582027762001, 37.5, 78.101249999999993, 23.144444444444446, 2.2341523833069852, 10.0, 2.0, 0.82515000000000005, 0.84511051733469966, 0.43055555555555558, 0.39392794154698918, 28.5, 0.0, 2.5, 2083.0, 'yes', 0.0, 0.0, 0.0, 0.10349018173194897, 0.00090527459266953418, 0.5243038550866721, 0.48264170671420492, 0.53713020907898001, 1.0000000000000001e-05, 0.4, 'yes', 0.02, 9, 0.0001
8, 1, 'fluid', 2, 14.5, 0.89470894427903147, 1.071871795142739, 1.236117871369208, 1000, 2, 5, 3, 20000, 0.1, 0.0008, 1e-10, 4, 0.9953901911139194, 100, 0.040000000000000001, 10, 9, 10, 219.5, 0.001, 45.360106082036779, 53.5, 85.06481829279744, 15.338888888888889, 2.2325199947198264, 10.0, 4.0, 0.93245, 0.93192939158759147, 0.13304721030042918, 0.73171620728512754, 70.0, -0.86095030936568495, 6.0, 1380.5, 'yes', 0.0, 0.0, 0.0, 0.10286354490204103, 0.00091064345557860819, 0.55023593825618744, 0.5085072778187173, 0.55560052859241926, 1.0000000000000003e-05, 0.4, 'yes', 0.02, 9, 0.0001
9, 1, 'fluid', 2, 0.0, 0.0044239876155546254, 0.00091502027810996464, 0.00021700945658489901, 1000, 2, 5, 3, 20000, 0.1, 0.0008, 1e-10, 4, 0.9953901911139194, 100, 0.02, 10, 9, 10, 2.0, 0.001, 40.905109489051092, nan, 80.976744186046517, 10.383333333333333, 2.2306919883084726, 10.0, 1.5, 0.94999999999999996, 0.96194905467268654, 1.0, 0.22222222222222221, 1.5, 0.0, 1.0, 934.5, 'yes', 0.33333333333333326, 0.5, 0.33333333333333337, 0.10152507995418177, 0.00091452450931814127, 0.56140924443971185, 0.50256261434658933, 0.51037529064002696, 1.0000000000000001e-05, 0.4, 'yes', 0.02, 9, 0.0001
10, 1, 'fluid', 2, 0.0, 0.0, 0.0, 0.0, 1000, 2, 5, 3, 20000, 0.1, 0.0008, 1e-10, 4, 0.9953901911139194, 100, 0.01, 10, 9, 10, 0.0, 0.001, 37.433333333333337, nan, nan, 5.583333333333333, 2.206913379057672, 10.0, 0.0, nan, nan, nan, nan, nan, nan, 0.0, 502.5, 'yes', nan, nan, nan, 0.10152507995418177, 0.00091452450931814127, 0.56140924443971185, 0.50256261434658933, 0.51037529064002696, 1.0000000000000001e-05, 0.4, 'yes', 0.02, 9, 0.0001
11, 1, 'fluid', 2, 0.0, 0.0, 0.0, 0.0, 1000, 2, 5, 3, 20000, 0.1, 0.0008, 1e-10, 4, 0.9953901911139194, 100, 0.0080000000000000002, 10, 9, 10, 0.0, 0.001, 44.956896551724142, nan, nan, 3.9944444444444445, 2.2254751580205312, 10.0, 0.0, nan, nan, nan, nan, nan, nan, 1.0, 359.5, 'yes', nan, nan, nan, 0.10152507995418177, 0.00091452450931814127, 0.56140924443971185, 0.50256261434658933, 0.51037529064002696, 1.0000000000000001e-05, 0.4, 'yes', 0.02, 9, 0.0001
12, 1, 'fluid', 2, 0.0, 0.0, 0.0, 0.0, 1000, 2, 5, 3, 20000, 0.1, 0.0008, 1e-10, 4, 0.9953901911139194, 100, 0.0060000000000000001, 10, 9, 10, 0.0, 0.001, 25.899999999999999, nan, nan, 3.3388888888888886, 2.2210833465719908, 10.0, 0.0, nan, nan, nan, nan, nan, nan, 0.0, 300.5, 'yes', nan, nan, nan, 0.10152507995418177, 0.00091452450931814127, 0.56140924443971185, 0.50256261434658933, 0.51037529064002696, 1.0000000000000001e-05, 0.4, 'yes', 0.02, 9, 0.0001
13, 1, 'fluid', 2, 0.0, 0.0, 0.0, 0.0, 1000, 2, 5, 3, 20000, 0.1, 0.0008, 1e-10, 4, 0.9953901911139194, 100, 0.0040000000000000001, 10, 9, 10, 0.0, 0.001, 3.2000000000000002, nan, nan, 2.5222222222222221, 2.2125892064670936, 10.0, 0.0, nan, nan, nan, nan, nan, nan, 1.0, 227.0, 'yes', nan, nan, nan, 0.10152507995418177, 0.00091452450931814127, 0.56140924443971185, 0.50256261434658933, 0.51037529064002696, 1.0000000000000001e-05, 0.4, 'yes', 0.02, 9, 0.0001
14, 1, 'fluid', 2, 0.0, 0.0, 0.0, 0.0, 1000, 2, 5, 3, 20000, 0.1, 0.0008, 1e-10, 4, 0.9953901911139194, 100, 0.002, 10, 9, 10, 0.0, 0.001, 45.875, nan, nan, 1.3444444444444446, 2.1771377258864115, 10.0, 0.0, nan, nan, nan, nan, nan, nan, 0.0, 121.0, 'yes', nan, nan, nan, 0.10152507995418177, 0.00091452450931814127, 0.56140924443971185, 0.50256261434658933, 0.51037529064002696, 1.0000000000000001e-05, 0.4, 'yes', 0.02, 9, 0.0001
15, 1, 'fluid', 2, 0.0, 0.0, 0.0, 0.0, 1000, 2, 5, 3, 20000, 0.1, 0.0008, 1e-10, 4, 0.9953901911139194, 100, 0.001, 10, 9, 10, 0.0, 0.001, nan, nan, nan, 0.60000000000000009, 2.2155162793375149, 10.0, 0.0, nan, nan, nan, nan, nan, nan, 0.0, 54.0, 'yes', nan, nan, nan, 0.10152507995418177, 0.00091452450931814127, 0.56140924443971185, 0.50256261434658933, 0.51037529064002696, 1.0000000000000001e-05, 0.4, 'yes', 0.02, 9, 0.0001
16, 2, 'fluid', 2, 4.0, 0.095386822885101363, 0.17232066725468309, 0.11193365598580751, 800, 4, 1, 4, 40000, 0.2, 0.0008, 1e-10, 3, 0.9988231126357638, 100, 1.0, 20, 6, 10, 38.5, 0.005, 12.461174044367109, 19.052469135802468, 15.885969065656564, 53.095833333333331, 2.0222037501217267, 9.0, 7.0, 0.69435000000000002, 0.74520851370079177, 0.19444444444444445, 0.79170246987022719, 12.5, 0.90629344426781888, 18.5, 6371.5, 'yes', 0.14285714285714279, 0.25, 0.1428571428571429, 0.10620525227160681, 0.00091326587414460503, 0.55600706709220493, 0.53969330012725314, 0.50418736599819514, 1.0000000000000001e-05, 0.2, 'yes', 0.06, 3, 0.0001
17, 2, 'fluid', 2, 2.0, 0.10910561207903413, 0.40169628946880387, 0.24960314224712166, 800, 4, 1, 4, 40000, 0.2, 0.0008, 1e-10, 3, 0.9988231126357638, 100, 0.80000000000000004, 20, 6, 10, 51.0, 0.005, 14.174478673252151, 16.71290322580645, 20.690964818763327, 46.070833333333333, 2.0270227231500266, 9.0, 7.5, 0.66305000000000003, 0.61994979501571712, 0.20238095238095238, 0.79765873015873012, 15.5, 0.59130908620380496, 17.0, 5528.5, 'yes', 0.33333333333333326, 0.5, 0.33333333333333337, 0.1127921508558252, 0.00091139900964837327, 0.55670923949174067, 0.5673739683144059, 0.49700029944416441, 1.0000000000000001e-05, 0.2, 'yes', 0.06, 3, 0.0001
18, 2, 'fluid', 2, 1.5, 0.13560200218552554, 0.22167646316790091, 0.1013684516240696, 800, 4, 1, 4, 40000, 0.2, 0.0008, 1e-10, 3, 0.9988231126357638, 100, 0.59999999999999998, 20, 6, 10, 37.5, 0.005, 17.830785019049443, 18.010416666666664, 23.011428571428571, 42.00833333333334, 2.0214207224382221, 9.0, 8.0, 0.67375000000000007, 0.70392615189184649, 0.1125, 0.80979591836734699, 12.0, 1.0416971943978999, 13.0, 5041.0, 'yes', 0.25, 0.40000000000000002, 0.25, 0.11793408739408931, 0.00090725733218519631, 0.5441138357070332, 0.57369256168583671, 0.49107889421672063, 1.0000000000000003e-05, 0.2, 'yes', 0.06, 3, 0.0001
19, 2, 'fluid', 2, 3.5, 0.11204516845416479, 0.51201383173532822, 0.2246353057914745, 800, 4, 1, 4, 40000, 0.2, 0.0008, 1e-10, 3, 0.9988231126357638, 100, 0.40000000000000002, 20, 6, 10, 53.5, 0.005, 24.704893396299646, 32.051724137931032, 66.441407151095731, 39.654166666666669, 2.0152036175505814, 9.0, 7.5, 0.31235000000000002, 0.45420202711078961, 0.33333333333333331, 0.56370677535122504, 34.0, 2.020185693253497, 16.0, 4758.5, 'yes', 0.19999999999999996, 0.33333333333333337, 0.19999999999999996, 0.12088667697715975, 0.0009031968015279151, 0.53067761746517528, 0.58844339474929375, 0.48666630442246211, 1.0000000000000003e-05, 0.2, 'yes', 0.06, 3, 0.0001
20, 2, 'fluid', 2, 1.0, 0.081546329788998451, 0.45282291181467382, 0.13637511866262342, 800, 4, 1, 4, 40000, 0.2, 0.0008, 1e-10, 3, 0.9988231126357638, 100, 0.20000000000000001, 20, 6, 10, 32.5, 0.005, 37.648323303680449, 52.041666666666671, 42.531573190135248, 35.487499999999997, 2.0281304429313778, 9.0, 6.0, 0.753, 0.67495348150496126, 0.13636363636363635, 0.77382220643939392, 9.0, -0.19849827456968297, 17.5, 4258.5, 'yes', 0.16666666666666674, 0.2857142857142857, 0.16666666666666663, 0.12812998800545836, 0.00096581376660050903, 0.52199783887615991, 0.58948328269901862, 0.48822822443260155, 3.777732268931721e-05, 0.2, 'yes', 0.06, 3, 0.0001
21, 2, 'fluid', 2, 66.0, 5.441419868124683, 7.1988266602405844, 4.661168983776804, 800, 4, 1, 4, 40000, 0.2, 0.0008, 1e-10, 3, 0.9988231126357638, 100, 0.10000000000000001, 20, 6, 10, 800.0, 0.005, 48.053297690154963, nan, 84.798347064480083, 20.654166666666669, 2.0240995218025004, 9.0, 8.0, 0.44864999999999999, 0.11944954558377674, 0.14930555555555555, 0.72138374151331808, 288.5, 0.72782153853826925, 9.0, 2478.5, 'yes', 0.375, 0.54545454545454541, 0.375, 0.12880311154872029, 0.00097351302572390409, 0.52915404216009487, 0.60695979432276648, 0.49554124512179065, 5.2411914649178286e-05, 0.2, 'yes', 0.06, 3, 0.0001
22, 2, 'fluid', 2, 19.0, 1.6660622872145368, 1.5713688248411355, 1.1770110606762199, 800, 4, 1, 4, 40000, 0.2, 0.0008, 1e-10, 3, 0.9988231126357638, 100, 0.080000000000000002, 20, 6, 10, 208.5, 0.005, 44.566830401149488, nan, 67.492779373960389, 20.633333333333333, 1.9883226864409547, 9.0, 8.0, 0.33024999999999999, 0.23941498401534772, 0.19313304721030042, 0.61444716347931516, 100.0, 1.1848405988953183, 11.5, 2476.0, 'yes', 0.25, 0.40000000000000002, 0.25, 0.13288396393704216, 0.0009703112248573907, 0.52226085661492982, 0.59620598339852826, 0.4928873283318751, 4.901896147724403e-05, 0.2, 'yes', 0.06, 3, 0.0001
23, 2, 'fluid', 2, 7.0, 0.3551308107148623, 0.40025442647233689, 0.20794885254700279, 800, 4, 1, 4, 40000, 0.2, 0.0008, 1e-10, 3, 0.9988231126357638, 100, 0.059999999999999998, 20, 6, 10, 79.0, 0.005, 43.058134508990321, nan, 73.880250954719031, 16.195833333333333, 2.023363453574615, 9.0, 5.5, 0.59235000000000004, 0.60915112169504804, 0.24666666666666667, 0.69114521378687432, 37.0, 1.0235763264697817, 5.0, 1943.5, 'yes', 0.090909090909090828, 0.16666666666666663, 0.090909090909090939, 0.1351621963926625, 0.00096830272857882627, 0.51850870586139042, 0.59152870649063349, 0.49383790625608442, 4.6128668034485215e-05, 0.2, 'yes', 0.06, 3, 0.0001
24, 2, 'fluid', 2, 9.0, 1.1453382297078161, 1.0788620806129234, 0.94739292730140434, 800, 4, 1, 4, 40000, 0.2, 0.0008, 1e-10, 3, 0.9988231126357638, 100, 0.040000000000000001, 20, 6, 10, 203.0, 0.005, 54.048433048433054, nan, 78.369674185463651, 10.858333333333334, 2.0355558920799757, 9.0, 3.5, 0.54049999999999998, 0.12742981108939477, 0.26651982378854627, 0.46255820167736644, 129.5, 0.17587167851890645, 3.0, 1303.0, 'yes', 0.14285714285714279, 0.25, 0.1428571428571429, 0.13874652627790127, 0.0009793329750982494, 0.5215654437302415, 0.58788594408962314, 0.49441113947873383, 8.3866337423302853e-05, 0.2, 'yes', 0.06, 3, 0.0001
25, 2, 'fluid', 2, 0.0, 0.0, 0.0, 0.0, 800, 4, 1, 4, 40000, 0.2, 0.0008, 1e-10, 3, 0.9988231126357638, 100, 0.02, 20, 6, 10, 0.0, 0.005, 39.922222222222217, nan, nan, 6.7791666666666668, 1.9948967037882337, 9.0, 0.0, nan, nan, nan, nan, nan, nan, 1.5, 813.5, 'yes', nan, nan, nan, 0.13874652627790127, 0.0009793329750982494, 0.5215654437302415, 0.58788594408962314, 0.49441113947873383, 8.3866337423302853e-05, 0.2, 'yes', 0.06, 3, 0.0001
26, 2, 'fluid', 2, 0.0, 0.0, 0.0, 0.0, 800, 4, 1, 4, 40000, 0.2, 0.0008, 1e-10, 3, 0.9988231126357638, 100, 0.01, 20, 6, 10, 0.0, 0.005, 38.071428571428569, nan, nan, 3.7124999999999999, 2.0001164063587695, 9.0, 0.0, nan, nan, nan, nan, nan, nan, 1.0, 445.5, 'yes', nan, nan, nan, 0.13874652627790127, 0.0009793329750982494, 0.5215654437302415, 0.58788594408962314, 0.49441113947873383, 8.3866337423302853e-05, 0.2, 'yes', 0.06, 3, 0.0001
27, 2, 'fluid', 2, 0.0, 0.0, 0.0, 0.0, 800, 4, 1, 4, 40000, 0.2, 0.0008, 1e-10, 3, 0.9988231126357638, 100, 0.0080000000000000002, 20, 6, 10, 0.0, 0.005, 46.25, nan, nan, 2.9833333333333334, 2.0472671119762715, 9.0, 0.0, nan, nan, nan, nan, nan, nan, 2.0, 358.0, 'yes', nan, nan, nan, 0.13874652627790127, 0.0009793329750982494, 0.5215654437302415, 0.58788594408962314, 0.49441113947873383, 8.3866337423302853e-05, 0.2, 'yes', 0.06, 3, 0.0001
28, 2, 'fluid', 2, 0.0, 0.0, 0.0, 0.0, 800, 4, 1, 4, 40000, 0.2, 0.0008, 1e-10, 3, 0.9988231126357638, 100, 0.0060000000000000001, 20, 6, 10, 0.0, 0.005, nan, nan, nan, 2.0166666666666666, 2.0222681064280144, 9.0, 0.0, nan, nan, nan, nan, nan, nan, 1.0, 242.0, 'yes', nan, nan, nan, 0.13874652627790127, 0.0009793329750982494, 0.5215654437302415, 0.58788594408962314, 0.49441113947873383, 8.3866337423302853e-05, 0.2, 'yes', 0.06, 3, 0.0001
29, 2, 'fluid', 2, 0.0, 0.0, 0.0, 0.0, 800, 4, 1, 4, 40000, 0.2, 0.0008, 1e-10, 3, 0.9988231126357638, 100, 0.0040000000000000001, 20, 6, 10, 0.0, 0.005, nan, nan, nan, 1.3083333333333333, 2.0155184815914184, 9.0, 0.0, nan, nan, nan, nan, nan, nan, 0.0, 157.0, 'yes', nan, nan, nan, 0.13874652627790127, 0.0009793329750982494, 0.5215654437302415, 0.58788594408962314, 0.49441113947873383, 8.3866337423302853e-05, 0.2, 'yes', 0.06, 3, 0.0001
30, 2, 'fluid', 2, 0.0, 0.0, 0.0, 0.0, 800, 4, 1, 4, 40000, 0.2, 0.0008, 1e-10, 3, 0.9988231126357638, 100, 0.002, 20, 6, 10, 0.0, 0.005, nan, nan, nan, 0.75, 1.9880173055135759, 9.0, 0.0, nan, nan, nan, nan, nan, nan, 0.0, 90.0, 'yes', nan, nan, nan, 0.13874652627790127, 0.0009793329750982494, 0.5215654437302415, 0.58788594408962314, 0.49441113947873383, 8.3866337423302853e-05, 0.2, 'yes', 0.06, 3, 0.0001
31, 2, 'fluid', 2, 0.0, 0.0, 0.0, 0.0, 800, 4, 1, 4, 40000, 0.2, 0.0008, 1e-10, 3, 0.9988231126357638, 100, 0.001, 20, 6, 10, 0.0, 0.005, nan, nan, nan, 0.39583333333333337, 1.9111441091973589, 9.0, 0.0, nan, nan, nan, nan, nan, nan, 0.0, 47.5, 'yes', nan, nan, nan, 0.13874652627790127, 0.0009793329750982494, 0.5215654437302415, 0.58788594408962314, 0.49441113947873383, 8.3866337423302853e-05, 0.2, 'yes', 0.06, 3, 0.0001
32, 3, 'fluid', 2, 1.5, 0.034982253154244025, 0.041378063149562772, 0.0, 1000, 7, 4, 10, 10000, 0.2, 0.002, 1e-10, 3, 0.9904907187627325, 100, 1.0, 10, 8, 10, 4.5, 0.0005, 7.8543621057473896, 7.5747126436781613, nan, 53.125, 2.9761212185164645, 21.0, 1.5, 0.84614999999999996, 0.8170778463736994, 0.25, 0.1388888888888889, 4.0, 0.0, 14.0, 4250.0, 'yes', 0.33333333333333326, 0.5, 0.33333333333333337, 0.1445828153100765, 0.0011020849856433709, 0.50752357815006721, 0.58736520053957486, 0.49187869719696747, 0.00047639180306719618, 0.2, 'yes', 0.1, 6, 0.0001
33, 3, 'fluid', 2, 0.0, 0.0, 0.0, 0.0, 1000, 7, 4, 10, 10000, 0.2, 0.002, 1e-10, 3, 0.9904907187627325, 100, 0.80000000000000004, 10, 8, 10, 0.0, 0.0005, 8.1802617369919925, 7.919178082191781, nan, 44.46875, 2.9697778809456397, 21.0, 0.0, nan, nan, nan, nan, nan, nan, 8.0, 3557.5, 'yes', nan, nan, nan, 0.1445828153100765, 0.0011020849856433709, 0.50752357815006721, 0.58736520053957486, 0.49187869719696747, 0.00047639180306719618, 0.2, 'yes', 0.1, 6, 0.0001
34, 3, 'fluid', 2, 0.0, 0.0, 0.0, 0.0, 1000, 7, 4, 10, 10000, 0.2, 0.002, 1e-10, 3, 0.9904907187627325, 100, 0.59999999999999998, 10, 8, 10, 0.0, 0.0005, 9.9401270208004675, 13.789473684210527, nan, 38.125, 2.9698050608983091, 21.0, 0.0, nan, nan, nan, nan, nan, nan, 8.0, 3050.0, 'yes', nan, nan, nan, 0.1445828153100765, 0.0011020849856433709, 0.50752357815006721, 0.58736520053957486, 0.49187869719696747, 0.00047639180306719618, 0.2, 'yes', 0.1, 6, 0.0001
35, 3, 'fluid', 2, 0.0, 0.0, 0.0, 0.0, 1000, 7, 4, 10, 10000, 0.2, 0.002, 1e-10, 3, 0.9904907187627325, 100, 0.40000000000000002, 10, 8, 10, 0.0, 0.0005, 13.521526085564666, 25.445945945945944, nan, 34.53125, 2.9810020995070987, 21.0, 0.0, nan, nan, nan, nan, nan, nan, 7.5, 2762.5, 'yes', nan, nan, nan, 0.1445828153100765, 0.0011020849856433709, 0.50752357815006721, 0.58736520053957486, 0.49187869719696747, 0.00047639180306719618, 0.2, 'yes', 0.1, 6, 0.0001
