RowID, sim, motion, dimensions, ind.production, biomass.prod.N, biomass.prod.P, biomass.prod.C, res.inflow, N.types, P.types, C.types, max.res.val, max.growth.rate, max.met.maint, max.active.dispersal, barriers, logseries.a, starting.seed, flow.rate, width, height, viscosity, total.abundance, immigration.rate, resource.tau, particle.tau, individual.tau, resource.concentration, shannons.resource.diversity, resource.richness, species.richness, simpson.e, e.var, berger.parker, inv.simp.D, N.max, skew, tracer.particles, resource.particles, speciation, Whittakers.turnover, Jaccards.dissimilarity, Sorensens.dissimilarity, avg.per.capita.growth, avg.per.capita.maint, avg.per.capita.N.efficiency, avg.per.capita.P.efficiency, avg.per.capita.C.efficiency, avg.per.capita.active.dispersal, amplitude, flux, frequency, phase, disturbance
36, 3, 'fluid', 2, 0.0, 0.0, 0.0, 0.0, 1000, 7, 4, 10, 10000, 0.2, 0.002, 1e-10, 3, 0.9904907187627325, 100, 0.20000000000000001, 10, 8, 10, 0.0, 0.0005, 22.966912193558542, nan, nan, 32.131250000000001, 2.9750142627445531, 21.0, 0.0, nan, nan, nan, nan, nan, nan, 5.5, 2570.5, 'yes', nan, nan, nan, 0.1445828153100765, 0.0011020849856433709, 0.50752357815006721, 0.58736520053957486, 0.49187869719696747, 0.00047639180306719618, 0.2, 'yes', 0.1, 6, 0.0001
37, 3, 'fluid', 2, 0.5, 0.01787315703007275, 0.0, 0.0, 1000, 7, 4, 10, 10000, 0.2, 0.002, 1e-10, 3, 0.9904907187627325, 100, 0.10000000000000001, 10, 8, 10, 1.0, 0.0005, 38.465957721062125, nan, nan, 29.212499999999999, 2.9723068085110715, 21.0, 0.5, 1.0, 1.0, 0.0, 0.0, 2.0, 0.0, 9.0, 2337.0, 'yes', 1.0, 1.0, 1.0, 0.14449243672062978, 0.0011204530556887149, 0.50888451584141081, 0.58512723725144189, 0.49543814541343556, 0.00046181705922134636, 0.2, 'yes', 0.1, 6, 0.0001
38, 3, 'fluid', 2, 6.0, 0.3307881657040681, 0.39390633080571025, 0.27781919228661334, 1000, 7, 4, 10, 10000, 0.2, 0.002, 1e-10, 3, 0.9904907187627325, 100, 0.080000000000000002, 10, 8, 10, 65.0, 0.0005, 39.758993772418705, nan, 74.911061709238481, 27.856249999999999, 2.9712897556994866, 21.0, 2.5, 0.46575, 0.24811057992620605, 0.90909090909090906, 0.10937004143405638, 61.0, 0.35274894607427765, 3.5, 2228.5, 'yes', 0.19999999999999996, 0.33333333333333337, 0.19999999999999996, 0.14713795924180784, 0.0011177171948532634, 0.50514420505661195, 0.5773160952071632, 0.48957056874977456, 0.00043523958514950245, 0.2, 'yes', 0.1, 6, 0.0001
39, 3, 'fluid', 2, 30.5, 2.4323819801360145, 4.0309226105366633, 2.6275523106815335, 1000, 7, 4, 10, 10000, 0.2, 0.002, 1e-10, 3, 0.9904907187627325, 100, 0.059999999999999998, 10, 8, 10, 340.5, 0.0005, 47.687058555479609, nan, 83.43064390339012, 22.34375, 2.9670248540204009, 21.0, 4.5, 0.48594999999999999, 0.36122227101216547, 0.2791327913279133, 0.48240516991088994, 229.5, 0.93820561552561288, 3.5, 1787.5, 'yes', 0.33333333333333326, 0.5, 0.33333333333333337, 0.14826952417113809, 0.0011484123666078874, 0.50609359380936281, 0.57745946648160229, 0.49133929284258099, 0.00041724534388327164, 0.2, 'yes', 0.1, 6, 0.0001
40, 3, 'fluid', 2, 9.5, 0.83563587532145256, 1.044448820187549, 1.2447755393027107, 1000, 7, 4, 10, 10000, 0.2, 0.002, 1e-10, 3, 0.9904907187627325, 100, 0.040000000000000001, 10, 8, 10, 161.5, 0.0005, 52.265103338632755, 55.5, 78.327735849056609, 17.912500000000001, 2.9688825666389898, 21.0, 2.5, 0.83479999999999999, 0.5708915631825715, 0.23529411764705882, 0.50134520910760816, 85.0, -0.33322108588703614, 1.5, 1433.0, 'yes', 0.19999999999999996, 0.33333333333333337, 0.19999999999999996, 0.14966625996577951, 0.001175644194994238, 0.50421058359895021, 0.57097216948691076, 0.49114409111955259, 0.00040534531907846167, 0.2, 'yes', 0.1, 6, 0.0001
41, 3, 'fluid', 2, 0.0, 0.0010275528087088492, 0.0, 0.0, 1000, 7, 4, 10, 10000, 0.2, 0.002, 1e-10, 3, 0.9904907187627325, 100, 0.02, 10, 8, 10, 1.5, 0.0005, 51.542748091603059, nan, 71.326086956521735, 11.012499999999999, 2.9560977993198869, 21.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1.5, 0.0, 0.0, 881.0, 'yes', 0.0, 0.0, 0.0, 0.15301400483865518, 0.0011665002196766185, 0.50103271420763706, 0.56522627502817646, 0.48555374573826737, 0.00038557805312453865, 0.2, 'yes', 0.1, 6, 0.0001
42, 3, 'fluid', 2, 0.0, 0.0, 0.0, 0.0, 1000, 7, 4, 10, 10000, 0.2, 0.002, 1e-10, 3, 0.9904907187627325, 100, 0.01, 10, 8, 10, 0.0, 0.0005, 27.608695652173914, nan, nan, 5.4875000000000007, 2.9552476264005443, 21.0, 0.0, nan, nan, nan, nan, nan, nan, 2.0, 439.0, 'yes', nan, nan, nan, 0.15301400483865518, 0.0011665002196766185, 0.50103271420763706, 0.56522627502817646, 0.48555374573826737, 0.00038557805312453865, 0.2, 'yes', 0.1, 6, 0.0001
43, 3, 'fluid', 2, 0.0, 0.0, 0.0, 0.0, 1000, 7, 4, 10, 10000, 0.2, 0.002, 1e-10, 3, 0.9904907187627325, 100, 0.0080000000000000002, 10, 8, 10, 0.0, 0.0005, 56.217391304347828, nan, nan, 4.9625000000000004, 2.978899411962125, 21.0, 0.0, nan, nan, nan, nan, nan, nan, 0.0, 397.0, 'yes', nan, nan, nan, 0.15301400483865518, 0.0011665002196766185, 0.50103271420763706, 0.56522627502817646, 0.48555374573826737, 0.00038557805312453865, 0.2, 'yes', 0.1, 6, 0.0001
44, 3, 'fluid', 2, 0.0, 0.0, 0.0, 0.0, 1000, 7, 4, 10, 10000, 0.2, 0.002, 1e-10, 3, 0.9904907187627325, 100, 0.0060000000000000001, 10, 8, 10, 0.0, 0.0005, nan, nan, nan, 3.7562500000000001, 3.005896183151255, 21.0, 0.0, nan, nan, nan, nan, nan, nan, 0.0, 300.5, 'yes', nan, nan, nan, 0.15301400483865518, 0.0011665002196766185, 0.50103271420763706, 0.56522627502817646, 0.48555374573826737, 0.00038557805312453865, 0.2, 'yes', 0.1, 6, 0.0001
45, 3, 'fluid', 2, 0.0, 0.0, 0.0, 0.0, 1000, 7, 4, 10, 10000, 0.2, 0.002, 1e-10, 3, 0.9904907187627325, 100, 0.0040000000000000001, 10, 8, 10, 0.0, 0.0005, 17.5, nan, nan, 2.71875, 2.8934360627394167, 21.0, 0.0, nan, nan, nan, nan, nan, nan, 0.0, 217.5, 'yes', nan, nan, nan, 0.15301400483865518, 0.0011665002196766185, 0.50103271420763706, 0.56522627502817646, 0.48555374573826737, 0.00038557805312453865, 0.2, 'yes', 0.1, 6, 0.0001
46, 3, 'fluid', 2, 0.0, 0.0, 0.0, 0.0, 1000, 7, 4, 10, 10000, 0.2, 0.002, 1e-10, 3, 0.9904907187627325, 100, 0.002, 10, 8, 10, 0.0, 0.0005, nan, nan, nan, 1.03125, 2.9703978385329926, 21.0, 0.0, nan, nan, nan, nan, nan, nan, 0.0, 82.5, 'yes', nan, nan, nan, 0.15301400483865518, 0.0011665002196766185, 0.50103271420763706, 0.56522627502817646, 0.48555374573826737, 0.00038557805312453865, 0.2, 'yes', 0.1, 6, 0.0001
47, 3, 'fluid', 2, 0.0, 0.0, 0.0, 0.0, 1000, 7, 4, 10, 10000, 0.2, 0.002, 1e-10, 3, 0.9904907187627325, 100, 0.001, 10, 8, 10, 0.0, 0.0005, nan, nan, nan, 0.63125000000000009, 2.7472383885729919, 17.0, 0.0, nan, nan, nan, nan, nan, nan, 0.0, 50.5, 'yes', nan, nan, nan, 0.15301400483865518, 0.0011665002196766185, 0.50103271420763706, 0.56522627502817646, 0.48555374573826737, 0.00038557805312453865, 0.2, 'yes', 0.1, 6, 0.0001
48, 4, 'fluid', 2, 5.0, 0.33074362205648455, 0.98269238613155085, 0.63477794630044038, 400, 7, 7, 4, 10000, 0.4, 0.0002, 1e-10, 4, 0.9983547823313971, 100, 1.0, 20, 6, 10, 50.0, 0.005, 13.154475112558078, 18.03012048192771, 15.399555555555555, 25.679166666666667, 2.861906101746845, 18.0, 6.5, 0.45140000000000002, 0.4891280933618028, 0.16949152542372881, 0.65760948232446004, 26.0, 1.3306022949148439, 18.5, 3081.5, 'yes', 0.23076923076923084, 0.375, 0.23076923076923073, 0.16129856041450705, 0.0011360070471090565, 0.49927791932510718, 0.5644657348005353, 0.49125415816946133, 0.00036769338392813201, 0.4, 'yes', 0.01, 10, 0.0001
49, 4, 'fluid', 2, 2.5, 0.097267283902639612, 0.43342085166292366, 0.52263938469037452, 400, 7, 7, 4, 10000, 0.4, 0.0002, 1e-10, 4, 0.9983547823313971, 100, 0.80000000000000004, 20, 6, 10, 57.5, 0.005, 14.695544064580723, 12.056547619047619, 26.420741229517212, 22.583333333333336, 2.8447660809912327, 18.0, 7.5, 0.49629999999999996, 0.42386604003125489, 0.36170212765957449, 0.72442320735713128, 25.0, 1.0642081776899324, 10.0, 2710.0, 'yes', 0.066666666666666652, 0.125, 0.066666666666666652, 0.16295879847810021, 0.0011128101730820525, 0.49786679098230679, 0.56193337965765278, 0.49043168668587689, 0.00035143459374958056, 0.4, 'yes', 0.01, 10, 0.0001
50, 4, 'fluid', 2, 6.0, 0.60307894868314982, 0.48111248694073261, 0.50362381153356583, 400, 7, 7, 4, 10000, 0.4, 0.0002, 1e-10, 4, 0.9983547823313971, 100, 0.59999999999999998, 20, 6, 10, 96.0, 0.005, 18.020694936142288, 22.035714285714285, 38.139353099730457, 20.987499999999997, 2.8543305605720981, 18.0, 5.0, 0.34955000000000003, 0.31775685528631653, 0.28899082568807338, 0.40648338438291304, 72.0, 1.3534600247476418, 13.5, 2518.5, 'yes', 0.19999999999999996, 0.33333333333333337, 0.19999999999999996, 0.16589854215645997, 0.0011064782568694946, 0.49539421594831679, 0.55903914883836603, 0.48821088188054207, 0.00037163559088062377, 0.4, 'yes', 0.01, 10, 0.0001
51, 4, 'fluid', 2, 5.0, 0.3813985704776357, 0.55265887336646369, 0.35258664651978622, 400, 7, 7, 4, 10000, 0.4, 0.0002, 1e-10, 4, 0.9983547823313971, 100, 0.40000000000000002, 20, 6, 10, 65.0, 0.005, 22.392432793884886, 29.441666666666666, 64.740784008307372, 20.416666666666664, 2.8537846114600018, 18.0, 9.5, 0.51829999999999998, 0.57890949376074041, 0.30952380952380953, 0.74517065062207155, 26.0, 1.3148428581745597, 18.0, 2450.0, 'yes', 0.26315789473684204, 0.41666666666666663, 0.26315789473684215, 0.1677223483674716, 0.0010898465300381301, 0.49642332410954343, 0.55526323817834511, 0.49197873879860027, 0.00035656744126059785, 0.4, 'yes', 0.01, 10, 0.0001
52, 4, 'fluid', 2, 113.5, 9.3383180062480449, 7.598669175511489, 10.547456114088831, 400, 7, 7, 4, 10000, 0.4, 0.0002, 1e-10, 4, 0.9983547823313971, 100, 0.20000000000000001, 20, 6, 10, 2511.5, 0.005, 13.347055375347804, nan, 85.204006578646812, 4.145833333333333, 2.82769114987234, 18.0, 20.0, 0.19155, 0.10872026164306225, 0.17234775947912678, 0.73835472966404347, 907.5, 2.1176601229857384, 7.0, 497.5, 'yes', 0.35000000000000009, 0.5185185185185186, 0.34999999999999998, 0.17200108460744257, 0.0010801264837620658, 0.49889862461548967, 0.55110137515527646, 0.49268048800891096, 0.00035012010091060722, 0.4, 'yes', 0.01, 10, 0.0001
53, 4, 'fluid', 2, 57.5, 3.3792850645043728, 5.1762057586089014, 5.5395372538286551, 400, 7, 7, 4, 10000, 0.4, 0.0002, 1e-10, 4, 0.9983547823313971, 100, 0.10000000000000001, 20, 6, 10, 1447.0, 0.005, 17.465313643300302, nan, 87.31537132692506, 3.0625, 2.8269484475050541, 18.0, 10.5, 0.24130000000000001, 0.14126555896397686, 0.25703994760969223, 0.60419998290919041, 835.5, 2.1501415079905328, 6.0, 367.5, 'yes', 0.23809523809523814, 0.38461538461538458, 0.23809523809523814, 0.17459580135001687, 0.0010659109849100409, 0.49775801948122961, 0.55446692631001726, 0.48812198957274061, 0.0003406701099124633, 0.4, 'yes', 0.01, 10, 0.0001
54, 4, 'fluid', 2, 66.5, 3.620349425044374, 4.9536328602628856, 5.0580624321452206, 400, 7, 7, 4, 10000, 0.4, 0.0002, 1e-10, 4, 0.9983547823313971, 100, 0.080000000000000002, 20, 6, 10, 1596.0, 0.005, 20.997915242652084, 37.5, 87.614672290449818, 2.2750000000000004, 2.8387775438515885, 18.0, 16.0, 0.307, 0.12239421347695634, 0.16829268292682928, 0.79548465567058035, 561.0, 1.8534302109924785, 10.0, 273.0, 'yes', 0.25, 0.40000000000000002, 0.25, 0.17620403269844637, 0.0010536954994840168, 0.49538604288935961, 0.55165092184380804, 0.49135764203140003, 0.00033384574462034524, 0.4, 'yes', 0.01, 10, 0.0001
55, 4, 'fluid', 2, 50.5, 4.6368542810276594, 4.4696273867023777, 2.4138800094601081, 400, 7, 7, 4, 10000, 0.4, 0.0002, 1e-10, 4, 0.9983547823313971, 100, 0.059999999999999998, 20, 6, 10, 976.0, 0.005, 24.42251466525963, nan, 82.25566270464229, 1.5083333333333333, 2.7959431503387, 18.0, 12.5, 0.46104999999999996, 0.13159928029493118, 0.10406811731315042, 0.82616239371335398, 234.5, 0.63993600305863463, 3.5, 181.0, 'yes', 0.19999999999999996, 0.33333333333333337, 0.19999999999999996, 0.17701454252737328, 0.0010395589338762755, 0.49448923494130081, 0.5502054874295047, 0.49313881961310319, 0.00032453256196282284, 0.4, 'yes', 0.01, 10, 0.0001
56, 4, 'fluid', 2, 52.5, 1.785325317728585, 2.919196289359995, 3.6334660362164826, 400, 7, 7, 4, 10000, 0.4, 0.0002, 1e-10, 4, 0.9983547823313971, 100, 0.040000000000000001, 20, 6, 10, 956.5, 0.005, 26.579478543501814, nan, 89.234693877551024, 1.7124999999999999, 2.805773441377168, 18.0, 7.0, 0.31645000000000001, 0.086851019639052451, 0.25360923965351301, 0.54852645071238038, 583.5, 1.4100397280423367, 2.0, 205.5, 'yes', 0.5714285714285714, 0.72727272727272729, 0.5714285714285714, 0.18082112729794156, 0.0010362256047759669, 0.49709753283509917, 0.547859371552055, 0.49758864512275314, 0.00032052355557419935, 0.4, 'yes', 0.01, 10, 0.0001
57, 4, 'fluid', 2, 6.5, 0.40295395436776893, 0.76918495123422792, 0.30225288317875876, 400, 7, 7, 4, 10000, 0.4, 0.0002, 1e-10, 4, 0.9983547823313971, 100, 0.02, 20, 6, 10, 59.0, 0.005, 52.309701492537314, nan, 82.101010101010104, 2.8666666666666667, 2.8184976432004456, 18.0, 3.0, 0.54190000000000005, 0.24306742333976561, 0.29104477611940299, 0.38442725860103671, 44.0, 0.44473688880198825, 2.0, 344.0, 'yes', 0.33333333333333326, 0.5, 0.33333333333333337, 0.18279931775820477, 0.0010737629326743974, 0.4943708189013612, 0.54672170660204322, 0.4977902068535936, 0.00034824646966377957, 0.4, 'yes', 0.01, 10, 0.0001
58, 4, 'fluid', 2, 1.5, 0.074110771443649193, 0.021144595890473683, 0.056066785245238004, 400, 7, 7, 4, 10000, 0.4, 0.0002, 1e-10, 4, 0.9983547823313971, 100, 0.01, 20, 6, 10, 11.0, 0.005, nan, nan, 32.845132743362832, 1.7541666666666667, 2.8159853331890998, 18.0, 3.5, 0.66359999999999997, 0.65218229593870758, 0.31818181818181818, 0.56198347107438018, 6.5, 0.53552812563764185, 0.0, 210.5, 'yes', 0.14285714285714279, 0.25, 0.1428571428571429, 0.18195238312505235, 0.0011190676552792495, 0.49659894037576435, 0.54339086162501571, 0.5011899296068032, 0.00040650310430686496, 0.4, 'yes', 0.01, 10, 0.0001
59, 4, 'fluid', 2, 0.0, 0.0, 0.0, 0.0, 400, 7, 7, 4, 10000, 0.4, 0.0002, 1e-10, 4, 0.9983547823313971, 100, 0.0080000000000000002, 20, 6, 10, 4.5, 0.005, nan, nan, 75.269230769230774, 1.4333333333333333, 2.7855609804475385, 18.0, 1.0, 1.0, 1.0, 0.625, 0.0, 4.5, 0.0, 1.0, 172.0, 'yes', 0.0, 0.0, 0.0, 0.18802655759249942, 0.0010986725855773342, 0.50022241938755996, 0.54563212483323498, 0.49548782690286042, 0.00039411238229727544, 0.4, 'yes', 0.01, 10, 0.0001
60, 4, 'fluid', 2, 0.0, 0.0, 0.0, 0.0, 400, 7, 7, 4, 10000, 0.4, 0.0002, 1e-10, 4, 0.9983547823313971, 100, 0.0060000000000000001, 20, 6, 10, 0.0, 0.005, nan, nan, nan, 0.94166666666666665, 2.7998832984136461, 18.0, 0.0, nan, nan, nan, nan, nan, nan, 1.0, 113.0, 'yes', nan, nan, nan, 0.18802655759249942, 0.0010986725855773342, 0.50022241938755996, 0.54563212483323498, 0.49548782690286042, 0.00039411238229727544, 0.4, 'yes', 0.01, 10, 0.0001
61, 4, 'fluid', 2, 0.0, 0.0, 0.0, 0.0, 400, 7, 7, 4, 10000, 0.4, 0.0002, 1e-10, 4, 0.9983547823313971, 100, 0.0040000000000000001, 20, 6, 10, 0.0, 0.005, nan, nan, nan, 0.74583333333333335, 2.8192409957987108, 18.0, 0.0, nan, nan, nan, nan, nan, nan, 0.0, 89.5, 'yes', nan, nan, nan, 0.18802655759249942, 0.0010986725855773342, 0.50022241938755996, 0.54563212483323498, 0.49548782690286042, 0.00039411238229727544, 0.4, 'yes', 0.01, 10, 0.0001
62, 4, 'fluid', 2, 0.0, 0.0, 0.0, 0.0, 400, 7, 7, 4, 10000, 0.4, 0.0002, 1e-10, 4, 0.9983547823313971, 100, 0.002, 20, 6, 10, 0.0, 0.005, nan, nan, nan, 0.375, 2.476195949521208, 15.5, 0.0, nan, nan, nan, nan, nan, nan, 0.0, 45.0, 'yes', nan, nan, nan, 0.18802655759249942, 0.0010986725855773342, 0.50022241938755996, 0.54563212483323498, 0.49548782690286042, 0.00039411238229727544, 0.4, 'yes', 0.01, 10, 0.0001
63, 4, 'fluid', 2, 0.0, 0.0, 0.0, 0.0, 400, 7, 7, 4, 10000, 0.4, 0.0002, 1e-10, 4, 0.9983547823313971, 100, 0.001, 20, 6, 10, 0.0, 0.005, nan, nan, nan, 0.17916666666666664, 2.3950598798268845, 12.0, 0.0, nan, nan, nan, nan, nan, nan, 1.0, 21.5, 'yes', nan, nan, nan, 0.18802655759249942, 0.0010986725855773342, 0.50022241938755996, 0.54563212483323498, 0.49548782690286042, 0.00039411238229727544, 0.4, 'yes', 0.01, 10, 0.0001
64, 5, 'fluid', 2, 0.0, 0.0, 0.0, 0.0, 800, 6, 2, 8, 80000, 0.1, 0.0008, 1e-10, 1, 0.9947635901757854, 100, 1.0, 15, 8, 10, 0.0, 0.0005, 7.086653469840158, 7.8119565217391305, nan, 25.104166666666668, 2.6203372343386819, 16.0, 0.0, nan, nan, nan, nan, nan, nan, 8.0, 3012.5, 'yes', nan, nan, nan, 0.18802655759249942, 0.0010986725855773342, 0.50022241938755996, 0.54563212483323498, 0.49548782690286042, 0.00039411238229727544, 0.05, 'yes', 0.02, 2, 0.0001
65, 5, 'fluid', 2, 0.0, 0.0, 0.0, 0.0, 800, 6, 2, 8, 80000, 0.1, 0.0008, 1e-10, 1, 0.9947635901757854, 100, 0.80000000000000004, 15, 8, 10, 0.0, 0.0005, 8.6129722914504221, 7.6500000000000004, nan, 23.941666666666666, 2.6114085686775876, 16.0, 0.0, nan, nan, nan, nan, nan, nan, 7.0, 2873.0, 'yes', nan, nan, nan, 0.18802655759249942, 0.0010986725855773342, 0.50022241938755996, 0.54563212483323498, 0.49548782690286042, 0.00039411238229727544, 0.05, 'yes', 0.02, 2, 0.0001
66, 5, 'fluid', 2, 0.5, 0.0, 0.0, 0.021361426514233894, 800, 6, 2, 8, 80000, 0.1, 0.0008, 1e-10, 1, 0.9947635901757854, 100, 0.59999999999999998, 15, 8, 10, 1.0, 0.0005, 11.326032400588193, 10.48469387755102, 8.117128463476071, 24.295833333333334, 2.6096115709402268, 16.0, 1.0, 1.0, 1.0, 0.0, 0.5, 1.0, 0.0, 6.0, 2915.5, 'yes', 1.0, 1.0, 1.0, 0.1867873238121513, 0.0010959323034824484, 0.50185298147678048, 0.54213788113093531, 0.49783472089845598, 0.00038820296103116348, 0.05, 'yes', 0.02, 2, 0.0001
67, 5, 'fluid', 2, 0.5, 0.0091970116383350287, 0.016383480751485047, 0.0084667619321337484, 800, 6, 2, 8, 80000, 0.1, 0.0008, 1e-10, 1, 0.9947635901757854, 100, 0.40000000000000002, 15, 8, 10, 8.5, 0.0005, 16.124306523292312, 21.389705882352942, 19.652380952380952, 23.804166666666667, 2.6152192920280495, 16.0, 2.5, 0.82879999999999998, 0.87853800852168606, 0.80000000000000004, 0.50222222222222224, 5.5, 0.35355339059327362, 10.0, 2856.5, 'yes', 0.19999999999999996, 0.33333333333333337, 0.19999999999999996, 0.18429404661831261, 0.0010916127672337243, 0.5007113850119318, 0.54481731546688139, 0.50079645416648644, 0.00037691332040336756, 0.05, 'yes', 0.02, 2, 0.0001
68, 5, 'fluid', 2, 0.0, 0.0, 0.0, 0.0, 800, 6, 2, 8, 80000, 0.1, 0.0008, 1e-10, 1, 0.9947635901757854, 100, 0.20000000000000001, 15, 8, 10, 0.0, 0.0005, 31.376743141642599, 35.277777777777779, nan, 23.149999999999999, 2.608395821827441, 16.0, 0.0, nan, nan, nan, nan, nan, nan, 8.5, 2778.0, 'yes', nan, nan, nan, 0.18429404661831261, 0.0010916127672337243, 0.5007113850119318, 0.54481731546688139, 0.50079645416648644, 0.00037691332040336756, 0.05, 'yes', 0.02, 2, 0.0001
69, 5, 'fluid', 2, 0.0, 0.11313646184630022, 0.010217283706439595, 0.014241746758441032, 800, 6, 2, 8, 80000, 0.1, 0.0008, 1e-10, 1, 0.9947635901757854, 100, 0.10000000000000001, 15, 8, 10, 19.5, 0.0005, 40.774203134018855, 57.25, 77.364102564102566, 21.774999999999999, 2.6009479956467283, 16.0, 1.5, 0.78825000000000001, 0.67388629096849162, 0.8928571428571429, 0.066326530612244916, 19.0, 0.0, 9.5, 2613.0, 'yes', 0.33333333333333326, 0.5, 0.33333333333333337, 0.18266934857597728, 0.0011102054714517242, 0.50042188142412047, 0.53937682429255462, 0.50153082618900569, 0.00041786265602232486, 0.05, 'yes', 0.02, 2, 0.0001
70, 5, 'fluid', 2, 28.0, 2.1197580209498739, 3.3634841693308637, 2.4883515874872195, 800, 6, 2, 8, 80000, 0.1, 0.0008, 1e-10, 1, 0.9947635901757854, 100, 0.080000000000000002, 15, 8, 10, 424.0, 0.0005, 47.436850247524752, nan, 81.642181274900395, 16.295833333333334, 2.6380145911918564, 16.0, 6.5, 0.54759999999999998, 0.19103844666143405, 0.17817371937639198, 0.71736336022193892, 172.5, 0.5948776683096082, 4.0, 1955.5, 'yes', 0.23076923076923084, 0.375, 0.23076923076923073, 0.18042255565352983, 0.0011074337457171012, 0.50256974448006353, 0.54385985784578084, 0.50330075482802705, 0.00041235580428350708, 0.05, 'yes', 0.02, 2, 0.0001
