'3.0', '11.0', '268.0', '1.0'
'1470.0', '1.0', '10.0', '6.0', '38.0', '109.0'
'13.0', '123.0', '5.0', '9.0', '3.0', '7.0', '2.0', '1.0'
'3.0', '60.0', '7.0', '84.0', '27.0', '98.0', '406.0', '342.0'
'1.0', '67.0', '576.0', '333.0', '5.0', '35.0', '39.0', '9.0', '102.0', '3.0', '28.0', '192.0', '19.0', '188.0', '123.0', '111.0', '876.0', '44.0', '201.0', '2.0', '102.0 58.798287'
'3.0', '5.0', '199.0', '6.0', '16.0', '754.0', '7.0', '57.0', '44.0', '3.0 66.469099', '269.0', '1.0'
'1919.0', '468.0', '11.0', '396.0', '6.0', '18.0', '20.0', '1.0', '242.0', '356.0', '220.0', '527.0', '3.0', '29.0', '766.0', '468.0 75.095657', '4.0', '396.0 74.925682', '13.0'
'57.0', '89.0', '624.0', '395.0', '1.0', '3.0', '5.0', '9.0', '507.0', '33.0', '36.0', '26.0', '16.0', '13.0', '108.0', '2858.0', '95.0', '66.0', '6.0', '624.0 84.475264', '53.0', '5.0 85.907017', '89.0 86.838861', '89.0 86.741007', '624.0 86.30482', '57.0 86.859381', '57.0 86.797523', '57.0 86.796786', '57.0 86.73632', '57.0 86.325133', '57.0 86.036044', '57.0 85.549988', '57.0 84.483694', '5.0 86.826548', '5.0 86.718804', '5.0 84.142513', '395.0 86.297244', '33.0 86.737869', '3.0 86.859719', '2.0', '13.0 85.531098'
'3.0', '297.0', '375.0', '1.0', '5.0', '20.0', '397.0', '36.0', '3.0 112.20032', '3.0 112.177754', '3.0 112.161372', '3.0 111.371645'
'5.0', '326.0', '3.0', '8.0', '10.0', '7.0', '1.0', '301.0', '139.0', '5.0 136.082877', '103.0', '8.0 137.152893', '5.0 137.62357', '5.0 137.587018', '5.0 137.468343', '5.0 137.467133', '5.0 137.129261', '5.0 137.029924', '5.0 136.23248', '5.0 136.091664', '326.0 137.47363', '326.0 137.006292', '3.0 137.508864'
'5.0', '6.0', '3.0', '292.0', '1.0', '8.0', '108.0', '5.0 159.668274', '5.0 159.391243', '6.0 159.666087', '5.0 159.754008', '5.0 159.720853', '5.0 159.685616', '5.0 159.684638', '5.0 159.662976 159.762413', '5.0 159.662976', '5.0 159.391243 159.769808', '5.0 158.937431', '5.0 158.703329', '5.0 158.660471'
'28.0', '3.0', '1.0', '26.0', '15.0', '283.0', '8.0', '170.0', '47.0', '28.0 173.767472', '28.0 173.704201', '28.0 172.452173', '26.0 173.771562'
'31.0', '4.0', '26.0', '16.0', '95.0', '46.0', '2.0', '37.0', '4.0 192.128553', '4.0 191.627191', '31.0 192.355305', '31.0 191.880252', '12.0'
'342.0', '33.0', '529.0', '2606.0', '1.0', '178.0', '15.0', '529.0 209.916283', '256.0', '1.0 210.368024', '8.0', '2606.0 210.37535', '10.0'
'3.0', '5.0', '20.0', '1.0', '145.0', '102.0', '3.0 228.641655', '3.0 228.620166', '3.0 228.565725', '3.0 228.305416', '3.0 228.304544', '3.0 227.881959', '3.0 227.383142', '3.0 227.307942', '145.0 228.610024'
'34.0',
[]
[]
[]
'43.0', '1.0', '580.0', '13.0'
'1.0', '33.0', '26.0'
'1.0', '78.0', '6.0', '369.0'
'68.0', '434.0', '152.0', '15.0'
'1.0', '8.0', '169.0', '6.0', '32.0', '139.0'
'55.0', '95.0', '362.0', '1.0'
'91.0', '2.0'
'10.0',
[]
'2.0', '161.0', '1236.0'
'59.0', '3.0'
'46.0',
'75.0',
'6.0',
[]
'14.0',
[]
[]
[]
'47.0', '2.0', '829.0', '36.0', '281.0', '1.0'
'2.0', '20.0', '34.0', '22.0', '43.0', '29.0', '97.0', '11.0'
'46.0', '386.0', '2.0', '4.0', '6.0', '5.0', '22.0', '1.0'
'2.0', '4.0', '1.0', '11.0', '9.0', '41.0', '65.0', '74.0', '257.0', '58.0', '46.0', '150.0', '1695.0', '507.0', '23.0', '160.0', '704.0', '265.0', '1340.0', '5.0', '195.0', '396.0', '15.0', '79.0', '174.0', '6.0', '3446.0', '659.0', '37.0', '96.0', '680.0', '614.0', '47.0', '175.0', '12.0', '683.0', '57.0', '55.0', '51.0', '493.0', '376.0', '251.0', '1283.0', '116.0', '10.0', '83.0', '297.0', '2458.0', '227.0', '1697.0', '16.0', '13.0', '126.0', '103.0', '89.0', '80.0', '746.0', '74.0 450.032987', '73.0', '69.0', '66.0', '59.0', '48.0', '408.0', '2928.0', '133.0', '120.0', '91.0', '890.0', '836.0', '691.0', '615.0', '42.0', '40.0', '335.0', '3291.0', '276.0', '265.0 450.968104', '235.0', '224.0', '1777.0', '14.0', '130.0'
'2.0', '40.0', '83.0', '65.0', '41.0', '51.0', '631.0', '193.0', '22.0', '125.0', '11.0', '91.0', '1.0', '80.0', '378.0', '58.0', '4.0', '95.0', '108.0', '10.0', '52.0', '48.0', '92.0', '19.0', '172.0', '9.0', '881.0', '67.0', '63.0', '336.0', '54.0', '5.0', '451.0', '386.0', '33.0', '28.0', '237.0', '2.0 457.227827', '176.0', '1376.0', '1134.0', '1.0 457.192777'
'2.0', '4.0', '40.0', '65.0', '1.0', '64.0', '510.0', '9.0', '69.0', '22.0', '28.0', '120.0', '11.0', '2674.0', '53.0', '125.0', '366.0', '83.0', '10.0', '58.0', '2784.0', '254.0', '54.0', '51.0', '252.0', '114.0', '243.0', '760.0', '5.0', '43.0', '34.0', '33.0', '16.0', '118.0', '95.0', '82.0', '683.0', '64.0 462.088768', '57.0', '52.0', '47.0', '209.0', '17.0', '164.0'
'1.0', '2.0', '4.0', '10.0', '22.0', '13.0', '50.0', '32.0', '14.0', '72.0', '11.0', '1080.0', '6.0', '120.0', '8.0', '56.0', '79.0', '466.0', '125.0', '300.0', '287.0', '243.0', '21.0', '208.0', '89.0', '731.0', '67.0', '5.0', '26.0', '211.0', '165.0', '140.0', '126.0', '914.0', '740.0', '609.0', '91.0', '276.0', '239.0', '23.0', '209.0', '74.0', '73.0', '48.0', '34.0', '251.0', '25.0', '242.0', '160.0', '16.0', '94.0', '81.0', '548.0', '127.0', '92.0', '80.0', '614.0', '566.0', '45.0', '414.0', '35.0', '328.0', '286.0', '19.0', '153.0', '786.0', '57.0', '553.0', '54.0', '49.0', '236.0', '176.0', '175.0'
'13.0', '2.0', '4.0', '1.0', '352.0', '14.0', '55.0', '42.0', '31.0', '334.0', '49.0', '48.0', '1402.0', '12.0', '124.0 467.340996', '19.0', '6.0', '9.0', '20.0', '43.0', '2128.0', '124.0', '11.0', '96.0', '79.0', '3.0', '190.0', '98.0', '292.0', '67.0', '59.0', '18.0', '522.0', '50.0', '445.0', '4126.0', '10.0', '96.0 471.497714', '776.0', '49.0 471.491072', '4.0 471.500605', '240.0', '2.0 471.470049', '2.0 471.283882', '191.0', '116.0'
'799.0', '22.0', '5.0', '2.0', '1050.0', '66.0', '1.0', '4.0', '132.0', '9.0', '881.0', '42.0', '1.0 487.930685', '799.0 487.963507', '5.0 487.030311', '28.0', '22.0 487.978487'
'1.0', '49.0', '2.0', '5.0', '32.0', '8.0', '9.0', '33.0', '5.0 502.02871', '49.0 501.390231', '16.0', '1.0 502.103685', '1.0 501.671583', '1.0 501.389453'
'1.0', '752.0', '97.0', '51.0', '368.0', '6.0', '68.0', '2.0', '19.0', '32.0', '4346.0', '752.0 517.89086', '50.0'
'15.0', '52.0', '100.0', '2.0', '6.0', '92.0', '5.0', '52.0 529.817282', '52.0 529.808749', '52.0 529.79991', '52.0 529.650853', '52.0 529.410703', '15.0 529.833679'
'1.0', '2.0', '249.0', '12.0', '1084.0', '10.0', '208.0', '6.0', '2.0 542.752327', '1.0 542.739211', '1.0 542.563592'
'1.0', '83.0', '2.0', '83.0 556.30908', '83.0 556.122927', '2.0 556.352938', '1.0 556.308644', '1.0 556.308392'
'13.0', '1.0', '123.0', '251.0', '115.0', '51.0', '13.0 567.862972', '13.0 567.68264', '123.0 566.403687 566.442978'
'942.0',
'139.0',
[]
'173.0',
'28.0', '14.0', '63.0', '181.0', '1.0'
'26.0',
'2.0', '9.0', '40.0', '1.0'
'32.0', '27.0', '2.0', '10.0', '1.0', '808.0', '69.0', '57.0', '44.0'
'10.0', '18.0', '1.0', '304.0', '3.0'
'950.0', '56.0', '232.0'
'8.0', '4.0', '628.0', '33.0'
'4.0', '158.0', '144.0', '74.0', '36.0', '3.0', '295.0'
'156.0', '2.0', '104.0', '9.0', '143.0'
'8.0', '2.0'
'53.0', '30.0'
'813.0', '35.0', '86.0', '8.0', '2.0'
'8.0', '4.0', '17.0', '2.0', '1.0', '749.0', '7.0'
'11.0',
'4.0', '228.0', '932.0'
[]
[]
[]
[]
'6.0', '4.0', '1.0'
'2.0', '498.0', '856.0', '707.0', '17.0'
'4.0', '142.0', '1.0', '40.0', '112.0'
'62.0', '14.0', '136.0', '5.0'
'7.0', '3.0'
'6.0', '2.0', '8.0', '3.0'
'5.0', '1.0', '51.0', '2.0'
'54.0', '1.0'
'21.0', '51.0'
'11.0', '3.0', '117.0'
'7.0',
'136.0',
'1.0', '80.0'
[]
[]
[]
[]
[]
'150.0',
'210.0', '148.0', '1.0', '361.0', '36.0', '3.0'
'6.0', '55.0', '40.0'
'10.0', '229.0'
'30.0', '1141.0', '9.0', '84.0', '2.0'
'133.0', '8.0', '5.0', '404.0', '396.0', '191.0'
'1.0', '177.0', '4.0', '186.0', '10.0'
'931.0', '873.0', '42.0', '2.0', '1.0', '53.0', '326.0', '175.0', '16.0'
'10.0', '283.0'
[]
'2.0',
'69.0',
'335.0',
[]
'1.0', '13.0'
[]
[]
[]
[]
[]
'33.0', '226.0', '2.0', '10.0', '3.0'
'2.0', '41.0', '1.0'
'4.0', '2.0', '1.0'
'23.0', '5.0', '4.0', '3.0'
'78.0', '7.0', '421.0', '371.0', '163.0'
'123.0', '1.0'
'252.0', '56.0', '484.0', '19.0'
'2.0', '119.0', '4.0', '20.0', '359.0', '6.0', '52.0', '758.0', '26.0', '449.0', '392.0', '338.0', '119.0 1120.301281', '1.0'
'80.0', '4.0', '271.0', '1.0', '351.0', '20.0', '18.0', '9.0', '759.0', '5.0', '9.0 1132.430922', '80.0 1132.431173', '69.0', '351.0 1132.055758'
'2.0', '45.0', '28.0', '1.0', '44.0', '4.0', '26.0', '92.0', '81.0', '3.0', '19.0', '28.0 1144.673273', '223.0', '209.0', '2.0 1144.216662', '16.0'
'400.0', '62.0', '36.0', '30.0', '5.0', '35.0', '68.0', '3.0', '575.0', '400.0 1156.6299', '36.0 1156.500212'
'2.0', '99.0', '14.0', '322.0', '12.0', '270.0', '5.0', '1.0', '4.0', '392.0', '2.0 1168.146653', '2.0 1166.517001'
'18.0', '174.0', '1.0', '1256.0', '10.0', '4.0', '24.0', '214.0', '102.0'
'383.0', '4.0', '1.0', '18.0', '111.0', '269.0', '42.0', '166.0', '29.0', '62.0', '1.0 1193.595013', '5.0', '383.0 1193.330296'
'77.0', '3.0', '288.0', '1225.0', '2.0', '69.0'
'401.0', '39.0', '46.0'
[]
[]
[]
'1.0', '64.0', '61.0', '17.0', '177.0', '17.0 1256.539902', '17.0 1256.442319', '1539.0', '138.0'
'421.0', '454.0', '116.0', '34.0', '1.0'
'3.0', '1.0', '269.0', '2.0', '15.0'
'15.0', '55.0', '27.0', '2.0', '238.0'
'64.0', '1593.0', '182.0', '51.0', '192.0', '1.0', '475.0', '1266.0'
'75.0', '66.0', '3.0', '5.0', '8.0', '2421.0', '109.0', '1.0'
'17.0', '5.0', '73.0', '55.0', '212.0', '180.0', '1.0'
'1.0', '2442.0', '3.0', '2.0', '13.0'
'1.0', '6.0', '2.0', '4.0'
'2.0', '1.0', '721.0'
'2.0', '137.0', '1.0'
'28.0', '1.0', '83.0', '38.0', '28.0 1349.344855', '1.0 1349.38457', '1.0 1349.383237', '1.0 1349.160661'
'630.0', '1.0', '2.0', '20.0', '104.0', '1.0 1360.660987'
'3.0', '6.0'
[]
[]
[]
'8.0',
[]
'59.0', '4.0'
'2.0', '6.0', '224.0'
'3.0', '1.0', '1635.0'
'33.0', '182.0', '93.0', '113.0'
'64.0', '71.0', '51.0', '3.0', '243.0'
'934.0', '3.0', '214.0', '5.0', '4.0', '2.0'
'236.0', '1305.0', '2.0', '158.0', '34.0', '2650.0'
'9.0', '19.0', '114.0', '2.0', '111.0', '1.0'
'8.0', '20.0', '5.0'
'16.0', '44.0', '75.0', '5.0', '181.0', '65.0', '16.0 1493.083848', '16.0 1492.853399'
[]
'62.0', '185.0', '6.0'
'2.0',
'4.0', '4.0 1535.413921', '4.0 1535.414608', '4.0 1535.305904', '4.0 1535.300735'
'2.0', '3.0'
[]
[]
[]
[]
'346.0', '57.0', '57.0 1595.10113'
'990.0', '39.0', '231.0'
'9.0',
'2.0', '1029.0', '1.0'
'1.0', '253.0', '150.0', '6.0', '3.0', '18.0', '136.0'
'804.0', '205.0', '1.0', '2.0'
'2.0', '26.0', '183.0', '15.0', '1.0'
'1.0', '9.0', '6.0', '7.0', '349.0', '3.0'
'382.0', '39.0'
'43.0',
'13.0',
'32.0',
'22.0',
[]
'902.0',
'10.0',
'2.0',
[]
'1.0',
'7.0', '14.0', '70.0', '3.0', '2.0'
'1.0', '296.0', '238.0', '140.0'
'121.0', '1.0', '160.0'
'2.0',
'3.0', '9.0', '7.0', '69.0', '57.0', '62.0', '275.0', '10.0'
'1.0', '8.0', '386.0', '22.0', '692.0', '67.0', '3.0', '28.0', '16.0'
'15.0', '10.0', '521.0', '39.0', '33.0', '11.0', '8.0', '31.0', '1.0'
'37.0', '4.0', '19.0'
'1.0',
'3.0',
'679.0',
'2.0', '6.0', '36.0', '1.0'
[]
'2.0', '23.0', '49.0', '1.0'
[]
[]
[]
[]
[]
'8.0', '27.0', '90.0', '76.0', '4.0', '3.0', '23.0'
'1.0', '8.0', '17.0', '4.0', '2.0', '111.0'
'154.0', '223.0', '12.0', '1.0'
'259.0', '869.0', '76.0', '151.0', '6.0', '304.0', '21.0', '92.0', '9.0', '698.0', '2.0'
'44.0', '371.0', '17.0', '52.0', '2.0', '83.0', '794.0', '222.0'
'5.0', '140.0', '153.0', '33.0', '25.0', '3.0', '162.0', '151.0', '45.0', '240.0'
'5.0', '25.0', '28.0', '13.0', '52.0', '20.0', '53.0', '1.0', '7.0', '31.0', '8.0', '30.0', '249.0', '18.0', '137.0', '148.0', '4.0', '59.0', '2.0', '740.0', '29.0', '9.0', '966.0', '36.0', '196.0', '10.0', '5.0 1971.360901', '3.0', '269.0', '22.0', '17.0', '616.0', '53.0 1972.599027', '52.0 1971.951455', '5.0 1972.613268', '5.0 1972.602218', '5.0 1972.601268', '5.0 1972.596544', '5.0 1972.594124', '5.0 1972.590218', '5.0 1972.579798', '5.0 1972.573827', '5.0 1971.999564', '5.0 1971.806074', '5.0 1971.786777', '32.0', '313.0', '25.0 1972.611206', '25.0 1972.589108', '25.0 1972.360706', '23.0', '148.0 1972.555438', '13.0 1972.570436', '11.0'
'5.0', '4.0', '21.0', '1272.0', '31.0', '285.0', '7.0', '29.0', '32.0', '1.0', '230.0', '187.0', '2.0', '45.0', '285.0 1981.816413', '285.0 1981.816052', '53.0', '4.0 1981.828459', '4.0 1981.627873', '310.0', '31.0 1981.664639', '230.0 1981.860454', '230.0 1981.852456', '185.0'
'25.0', '175.0', '182.0', '260.0', '52.0', '1.0', '350.0', '5.0', '25.0 1995.058365', '25.0 1994.892663', '25.0 1994.885799', '175.0 1994.677315', '17.0', '1.0 1994.875407'
'26.0', '71.0', '5.0', '25.0', '4.0', '29.0', '172.0', '1.0', '6.0', '30.0', '2.0', '5.0 2006.126037'
'661.0', '539.0', '1.0', '7.0', '46.0', '660.0', '6.0', '38.0', '127.0', '661.0 2021.612363', '1.0 2021.604729'
'7.0', '1.0', '2.0', '59.0', '162.0', '7.0 2037.085081', '7.0 2037.048319', '1.0 2037.085466', '1.0 2037.061622', '1.0 2037.05063'
'5.0', '74.0', '61.0', '1.0', '45.0', '7.0', '59.0', '74.0 2051.388321'
'89.0', '18.0', '1.0', '518.0', '25.0', '29.0', '18.0 2064.59418', '89.0 2065.275998', '377.0'
'1101.0',
[]
[]
'1.0',
'34.0',
'3.0', '1.0', '59.0'
'48.0',
'1.0', '37.0'
'5.0', '6.0', '17.0'
[]
'3.0', '32.0', '890.0', '254.0'
'1.0', '9.0', '8.0', '58.0', '4.0', '14.0 2160.25986', '923.0', '2.0', '182.0', '132.0', '119.0'
'475.0', '69.0', '29.0', '49.0', '21.0', '40.0', '2.0', '1342.0', '1.0', '475.0 2166.048374', '475.0 2166.30236', '475.0 2166.053745'
'19.0', '175.0', '41.0', '1.0', '19.0 2178.203457', '19.0 2178.17089', '19.0 2178.165392', '19.0 2178.144997', '19.0 2177.903177', '19.0 2177.683719'
'8.0', '642.0', '8.0 2191.839086', '8.0 2191.826712', '8.0 2191.808483', '8.0 2191.779608', '642.0 2191.794565'
'39.0', '29.0', '1.0'
'341.0', '1.0', '77.0', '5.0', '5.0 2217.801822', '341.0 2216.940243', '1.0 2217.755764'
'29.0', '69.0', '63.0', '29.0 2230.771296', '69.0 2232.60243', '4.0', '29.0 2232.764776', '29.0 2232.613748', '29.0 2232.09784'
'1135.0', '798.0', '1135.0 2244.25913', '240.0', '1135.0 2244.257804', '1135.0 2244.010287', '1135.0 2243.894444'
'232.0', '29.0', '1706.0'
[]
[]
[]
[]
'166.0', '3.0', '1.0', '11.0'
'17.0', '524.0'
'63.0', '11.0', '86.0'
'41.0', '108.0', '1.0'
'451.0', '13.0', '1.0'
'70.0',
'2.0',
'26.0', '14.0', '1.0', '168.0'
[]
[]
[]
[]
'3.0',
'33.0', '182.0'
'2.0',
[]
[]
[]
[]
'1.0', '17.0'
'3.0', '4.0', '1.0'
'2.0', '6.0', '40.0', '3.0'
'141.0', '7.0', '6.0'
'5.0', '1.0'
'9.0', '12.0', '476.0', '46.0', '45.0', '182.0', '154.0', '119.0', '1.0'
'341.0', '7.0', '5.0', '492.0', '25.0', '189.0', '1.0'
'183.0', '121.0'
'4.0', '2.0'
'295.0', '2.0'
'31.0', '4.0', '16.0', '1.0'
[]
'816.0', '274.0'
'8.0', '1.0'
'1.0', '168.0'
'155.0', '108.0'
'97.0',
[]
'25.0',
'2.0', '5.0', '108.0'
'10.0', '3.0'
'1.0', '183.0', '15.0', '719.0', '104.0'
'125.0', '485.0', '46.0', '259.0', '2.0', '18.0'
'20.0', '3.0', '2.0', '585.0', '28.0', '153.0'
'10.0', '640.0', '7.0', '4.0', '26.0'
'63.0', '15.0', '37.0', '1.0', '1.0 2667.787851'
'1.0', '7.0', '2.0', '588.0', '31.0', '94.0', '86.0', '23.0'
'15.0', '1263.0', '166.0', '1263.0 2683.323768'
'11.0', '14.0', '6.0', '2.0', '132.0', '2.0 2695.865078'
'15.0', '4.0', '26.0', '1.0', '18.0', '15.0 2712.480316', '15.0 2712.476636', '15.0 2712.466904', '15.0 2712.457673', '15.0 2712.343574'
'4.0', '2.0', '140.0', '99.0', '437.0', '904.0', '140.0 2725.915134'
'8.0',
'17.0', '2.0', '17.0 2749.604384', '17.0 2749.325353'
'18.0', '13.0', '114.0', '90.0', '1.0', '52.0'
'2.0', '1.0', '2.0 2773.952704'
[]
[]
[]
'4.0', '7.0', '54.0', '22.0', '1.0', '10.0'
'7.0', '16.0', '4.0', '315.0', '2.0', '7.0 2836.516291', '58.0', '448.0', '26.0', '1.0'
'157.0', '4.0', '119.0', '9.0', '25.0', '127.0', '186.0'
'29.0', '7.0', '16.0', '167.0', '9.0', '66.0', '4.0', '30.0', '5.0', '6.0', '31.0', '17.0', '8.0', '12.0', '20.0', '13.0', '93.0', '24.0', '73.0', '2434.0', '23.0', '111.0', '77.0', '75.0', '245.0', '204.0', '104.0', '10.0', '84.0', '36.0', '32.0', '144.0', '132.0', '78.0', '7.0 2860.424862', '61.0', '55.0', '33.0'
'100.0', '4.0', '74.0', '12.0', '297.0', '64.0', '68.0', '177.0', '1.0', '8.0', '6.0', '7.0', '43.0', '20.0', '171.0', '10.0', '90.0', '2834.0', '22.0', '51.0', '2.0', '46.0', '4.0 2869.105798', '297.0 2869.404184', '13.0'
'392.0', '84.0', '1.0', '308.0', '23.0', '9.0', '2.0', '100.0', '63.0', '31.0', '4.0', '26.0', '965.0', '7.0', '16.0', '46.0', '17.0', '13.0', '29.0', '850.0', '90.0', '8.0', '132.0', '20.0', '5.0', '128.0', '10.0', '437.0', '3.0', '12.0', '63.0 2877.210908', '595.0', '521.0', '392.0 2877.398101', '392.0 2877.396875', '392.0 2876.792025'
